VOLUNTEER QUALITY CONTROL
                      volunteer_id       bias   scatter  n_overlap  teolixx_mean_count  relative_scatter
not-logged-in-d5f0c2375087530f1d4c   0.000000  0.000000          1            2.000000          0.000000
                      Anshika12345  13.000000  0.000000          1            8.000000          0.000000
                             Anosh   2.000000  0.000000          1            3.000000          0.000000
                          ssilvest   1.000000  0.000000          1            2.000000          0.000000
   Hark_Riyat_BLP_LEGAL_Compliance   0.000000  0.000000          1            4.000000          0.000000
                         Annie2008   0.000000  0.000000          1            3.000000          0.000000
                            AnneKG   2.000000  0.000000          1           18.000000          0.000000
not-logged-in-d474829c641fd44b9e16   0.000000  0.000000          1            3.000000          0.000000
                         stadsmuis  -3.000000  0.000000          1            3.000000          0.000000
                        Harmonova1   2.000000  0.000000          1           10.000000          0.000000
not-logged-in-d3f3cfdd8f3f0f1729fe  -1.000000  0.000000          1            3.000000          0.000000
not-logged-in-d3c2ed6c78889ae5440f   0.000000  0.000000          2            3.500000          0.000000
                        standleydj  -1.000000  0.000000          1            4.000000          0.000000
                         Harry0106  -2.000000  0.000000          1           22.000000          0.000000
not-logged-in-d3af670f941a5185d7aa   2.000000  0.000000          1            3.000000          0.000000
                          Harsh546  14.000000  0.000000          1            5.000000          0.000000
                      HartejGrewal  -6.000000  0.000000          1           38.000000          0.000000
                        Harvijadav   6.000000  0.000000          1            8.000000          0.000000
not-logged-in-d3518b2479d7af6c2208   1.000000  0.000000          1            2.000000          0.000000
                         suhyuklee   0.000000  0.000000          1           12.000000          0.000000
not-logged-in-cfcb165085416bb961c5  -3.000000  0.000000          1           10.000000          0.000000
                             sum11   0.000000  0.000000          1            3.000000          0.000000
                           Igorllm   0.000000  0.000000          1            3.000000          0.000000
                          Andrei11  -7.000000  0.000000          1           14.000000          0.000000
not-logged-in-cb6c6b305a6a154a97de   1.000000  0.000000          1            5.000000          0.000000
                 Ihateeverybody808   2.000000  0.000000          1            8.000000          0.000000
                      Ilikemacbeth   2.000000  0.000000          1            6.000000          0.000000
               AncalagonTheBlack20   0.000000  0.000000          5            4.000000          0.000000
                       Iluvsch2724 -15.000000  0.000000          1           30.000000          0.000000
                   Ilya_Ganpantura   0.000000  0.000000          1            1.000000          0.000000
                            t10000 -17.000000  0.000000          1           29.000000          0.000000
